log2FoldChange	padj
Niben101Scf09716g02012	10.4213112139737	1.29102616313356e-15
Niben101Scf07623g01036	4.88553978456731	4.8803056312746e-65
Niben101Scf16244g02026	10.4087185923655	4.73313121181977e-13
Niben101Scf07863g00029	6.97217326847073	1.51384617042957e-64
Niben101Scf18774g02001	10.3951723709366	2.89635512778501e-14
Niben101Scf01479g01004	10.3937110113527	1.02937992826676e-13
Niben101Scf04401g06001	8.99525153516556	5.92881820296149e-64
Niben101Scf05442g03015	5.53156417622172	1.24697330967429e-63
Niben101Scf15476g00004	10.3807059936545	1.89666006741409e-11
Niben101Scf05458g00003	5.57347820354178	4.47908256891539e-63
Niben101Scf08341g08001	10.3441440947066	5.24659548349662e-15
Niben101Scf03029g01012	5.94569574609951	1.18072411704388e-62
Niben101Scf04717g02003	10.3142855962001	5.86981071492181e-59
Niben101Ctg15041g00004	6.42380387580648	5.54604209923569e-62
Niben101Scf03191g05007	10.2987462198073	1.06891630193345e-50
Niben101Scf04939g01006	10.2982776795518	1.61303844499861e-12
Niben101Scf04950g07020	6.56671872593735	1.28705906555105e-61
Niben101Scf02513g04003	2.98803691335581	1.60152364362774e-61
Niben101Scf02659g02016	-10.2732574129132	1.11372475814319e-14
Niben101Scf00635g03003	10.2679647867917	3.47274975633687e-08
Niben101Scf00876g00006	6.53635480862234	2.30036061919174e-61
Niben101Scf03300g00003	10.2549751726331	8.55008302568476e-16
Niben101Scf10330g02004	4.42674052735567	1.30067917487417e-60
Niben101Scf04053g02006	10.2493333863306	8.07416502604327e-14
Niben101Scf05149g00006	5.06200105159707	2.47349773820349e-60
Niben101Scf00151g07004	10.231001057254	1.22386905017066e-15
Niben101Scf11325g00011	4.4200831359431	2.97072829814846e-60
Niben101Scf07586g00014	10.2296224846271	5.30410823646523e-13
Niben101Scf11706g00010	9.10121338532121	6.78822496808514e-60
Niben101Scf16154g00002	10.220257221425	1.08517026317181e-14
Niben101Scf02315g01009	4.82675603170222	1.32514956021681e-59
Niben101Scf02569g02008	10.2089546405594	3.0114833940261e-12
Niben101Scf04505g07006	10.1987806555554	2.42955166140477e-14
Niben101Scf08566g00007	10.1893970443582	6.85515824026307e-14
Niben101Scf09895g00006	-3.0604122378217	9.91428168012859e-59
Niben101Scf01494g15010	10.162088022773	2.91112331744505e-11
Niben101Scf15244g00001	3.74630972380009	2.41093495308377e-58
Niben101Scf00503g01012	-10.1371821529454	1.78520393919128e-12
Niben101Scf35444g00004	5.90742533952483	2.60289036817856e-58
Niben101Scf00579g00003	10.1264620211993	1.71074041024764e-13
Niben101Scf06779g01002	6.16379186011722	3.67083094556824e-58
Niben101Scf04796g00025	3.36027375837036	6.1875430897332e-58
Niben101Scf11288g02002	10.1158672560853	2.86040488017896e-13
Niben101Scf02408g02009	-5.91733542692136	2.34354354219044e-57
Niben101Scf10438g00010	10.1042646557387	1.38405141360984e-17
Niben101Scf04096g03009	2.90223183688441	2.88032637682272e-57
Niben101Scf13141g02012	10.0605292163981	2.21305720685462e-13
