log2FoldChange	padj
Niben101Ctg16210g00007	-25.0713708068465	5.51514903763621e-32
Niben101Ctg14192g00001	-20.9169346280078	0.00176613740408566
Niben101Scf00063g10004	-28.968351008083	0.040609818967517
Niben101Scf02257g01007	-1.47269309751857	0.00235177154832512
Niben101Scf37563g00006	-4.00736706128453	0.00235177154832512
Niben101Scf03277g01003	-2.33304622850286	0.00429105724766505
Niben101Scf04086g01005	-3.29068847872751	0.00429105724766505
Niben101Scf04547g02001	3.36104570304287	0.00429105724766505
Niben101Scf00799g06005	-1.91431475386126	0.00720783855028586
Niben101Scf14755g00022	-1.34497037836149	0.016856089761551
Niben101Scf02381g04020	-2.30870107197963	0.0172281098944192
Niben101Scf10785g01016	-3.26761875947798	0.0174441419526656
Niben101Scf00525g04009	1.72000647501065	0.0177548973482192
Niben101Scf01005g01017	-6.03305863754188	0.0177548973482192
Niben101Scf01267g11012	-2.26205005900834	0.0177548973482192
Niben101Scf03313g00018	-2.1538491010593	0.0177548973482192
Niben101Scf03474g01001	-2.26378598434863	0.0177548973482192
Niben101Scf04841g00032	2.65719705243278	0.0177548973482192
Niben101Scf08804g02009	2.03540680734183	0.0177548973482192
Niben101Scf09774g00001	-2.21210580410661	0.0177548973482192
Niben101Scf31270g00002	-3.89302517108798	0.0177548973482192
Niben101Scf05323g01002	-1.82457832397616	0.0213973561287683
Niben101Scf08422g00003	-1.6493196013728	0.0213973561287683
Niben101Scf01640g03006	2.54717508256437	0.022004177203432
Niben101Scf09596g00002	-2.20825372443218	0.022004177203432
Niben101Scf05553g01006	-1.14470302372057	0.0260185774573942
Niben101Scf02668g04003	-2.84066940742712	0.0283888063167807
Niben101Scf06528g03001	-1.39103766654577	0.0283888063167807
Niben101Scf01842g06006	-2.06633170697487	0.0295332615440432
Niben101Scf14320g00010	-2.20682411983961	0.0295332615440432
Niben101Scf20953g00012	-1.44227074129286	0.0295332615440432
Niben101Scf00971g00009	-2.09187548684918	0.0316567543961328
Niben101Scf04887g01001	-1.7115684266028	0.0316567543961328
Niben101Scf04944g05002	3.40651687047316	0.0316567543961328
Niben101Scf07851g02001	-1.70461589492902	0.0316567543961328
Niben101Scf03576g01034	-1.69941831965332	0.032670442646633
Niben101Scf06909g04006	1.887167178223	0.032670442646633
Niben101Scf06504g00002	-2.19525177971809	0.0329781472101498
Niben101Scf30670g00007	-1.1167903866736	0.0329781472101498
Niben101Scf08370g00010	-1.9085500369709	0.0334901949887541
Niben101Scf02868g02003	-1.49782581334327	0.040609818967517
Niben101Scf06507g00014	-1.19137762283748	0.043838662195073
Niben101Scf04103g11015	-1.9018276270942	0.0467977889394817
Niben101Scf01383g09013	-5.67226574659638	0.0492580429788222
Niben101Scf01491g02006	-2.89097250706924	0.0492580429788222
Niben101Scf06578g00021	2.73176193331864	0.0492580429788222
Niben101Scf10324g01001	-1.45019282309867	0.0492580429788222
